  0.1,     819,      7.63746246
  0.2,     425,      3.73588660
  0.4,     249,      1.91564308
  0.6,     171,      1.30720085
  0.8,     142,      1.00257300
  1.0,     106,      0.82828907
  1.2,     173,      0.72247300
  1.4,     107,      0.63993070
  1.6,     155,      0.58338088
  1.8,      82,      0.54140653
  2.0,      93,      0.51305100
  4.0,     103,      0.43675286
   10,     308,      0.65506752
   20,     592,      1.12893060
   40,     759,      1.77810322
   50,     941,      1.98727570
  100,     882,      2.27027788
  200,    1023,      2.29759910
  300,     899,      2.23147010
  100,     882,      2.27027788
10000,     947,      2.27142461
  0.1,     819,      7.63746246
  0.2,     425,      3.73588660
  0.4,     249,      1.91564308
  0.6,     171,      1.30720085
  0.8,     142,      1.00257300
  1.0,     106,      0.82828907
  1.2,     173,      0.72247300
  1.4,     107,      0.63993070
  1.6,     155,      0.58338088
  1.8,      82,      0.54140653
  2.0,      93,      0.51305100
  4.0,     103,      0.43675286
   10,     308,      0.65506752
   20,     592,      1.12893060
   40,     759,      1.77810322
   50,     941,      1.98727570
  100,     882,      2.27027788
  200,    1023,      2.29759910
  300,     899,      2.23147010
  100,     882,      2.27027788
10000,     947,      2.27142461
  0.1,     819,      7.63746246
  0.2,     425,      3.73588660
  0.4,     249,      1.91564308
  0.6,     171,      1.30720085
  0.8,     142,      1.00257300
  1.0,     106,      0.82828907
  1.2,     173,      0.72247300
  1.4,     107,      0.63993070
  1.6,     155,      0.58338088
  1.8,      82,      0.54140653
  2.0,      93,      0.51305100
  4.0,     103,      0.43675286
   10,     308,      0.65506752
   20,     592,      1.12893060
   40,     759,      1.77810322
   50,     941,      1.98727570
  100,     882,      2.27027788
  200,    1023,      2.29759910
  300,     899,      2.23147010
  100,     882,      2.27027788
10000,     947,      2.27142461
  0.1,    1490,      7.68389979
  0.2,     779,      3.72066932
  0.4,     530,      1.92053800
  0.6,    5244,      1.29048439
  0.8,     192,      1.00253212
  1.0,   12315,      0.88346444
  1.2,     313,      0.72465516
  1.4,   16473,      0.64403273
  1.6,   23373,      0.58138261
  1.8,   52425,      0.44332645
  2.0,  149862,      0.38557179
   20,    4615,      1.13290897
   40,     807,      1.77889452
   50,    1498,      2.00480225
  100,    1442,      2.28821128
  200,    1331,      2.30693996
  300,    1170,      2.23945639
  100,    1442,      2.28821128
10000,    1424,      2.28395568
